uid,barcode,ddn,location,itype,isbn,publishercode,pages,place,author,title,abstract,notes,seriestitle,copyrightdate,tags
65,1056,891.433/NAR,Secondary section - Hindi,BKS,9789353097400,Pratham Books,20p.,Bengaluru,"Narra, Ajit",जुगाड़ से जादू / Jugad se jadu,Translation of 'The scavenger hunt',,,2022,"""Indian Literature, Translation, Adventure, Scavenger Hunt, Mystery, Hindi Language, English Language, Youth Literature, Resourcefulness, Problem-Solving, Cultural Diversity"""
66,1057,891.433/ NAI,Secondary section - Hindi,BKS,9789353095901,Pratham Books,16p.,Bengaluru,"Nair, Supriya",शरीर को बनाने वाली कोशकाऍं / Sharir ko banane wali koshikaye,,,,2022,"""Hindi Language, Cell Biology, Human Body, Anatomy, Physiology, Biological Sciences, Educational, Life Sciences, Health and Fitness"""
67,1058,891.433/SHA,Secondary section - Hindi,BKS,9789350223550,Pratham Books,24p.,Bengaluru,"Shanker, Kartik",फ़िलॅाटस मेंढक का साहसिक सफ़रनामा / Philautus mendhak ka sahasik safarnama,"Philautus, the little tree frog wants to see the wide blue sea, so far away from his home on Big Tree, in the middle of forest. Take a magnificent trek with Philautus across the Western Ghats teeming with creatures that are funny, fat and fascinating.",,,2022,"""Children's Literature, Adventure, Animals, Frogs, Nature, Wildlife, Travel, Journey, Forest, Sea, Western Ghats, Exploration, Courage, Hindi Language Books"""
68,1059,891.433/LAD,Secondary section - Hindi,BKS,9789386346858,Pratham Books,20p.,Bengaluru,"Lad Bhamray, Sunita",सरू और उसका नन्हा सा राज / Saru aur usaka nanha sa raj,Translation of 'Saru and her little secret',,,2022,"""Hindi Literature, Translation, Children's Book, Fiction, Secret, Adventure, Friendship"""
69,106,500.76/BOA,Teachers resources - Primary section,BKS,9781108742771,Cambridge university press,84p.,London,"Board, Jon",Cambridge primary science : workbook 3,,,,2021,"""Education, Cambridge Primary, Science, Workbook, Study Guide, Children's Books, Learning Material, Primary School Resources, Science Education, Elementary Education"""
70,1060,891.433/PRA,Secondary section - Hindi,BKS,9789353094256,Pratham Books,16p.,Bengaluru,"Prasad, Veena",ऐन समय पर / Ain samay par,Translation of A stitch in time'. Children's story based on Shrisha and Shyam who visiting to 'repair mela' where almost everything is repaired.,,,2021,"""Children's Literature, Translation, Indian Authors, Adventure, Life Lessons, Friendship, Storytelling, Repairs, Fairs, Time Management"""
71,1061,891.433/GUP,Secondary section - Hindi,BKS,9789390190935,Pratham Books,28p.,Bengaluru,"Gupta, Uddalak",घास की खोज में / Ghas ki khoj me,"Children story on the life of Room Singh, born 1952 or 1953, a Gaddi (Indic people).",,,2022,"""Children's Literature, Biography, Gaddi Tribe, Room Singh, Indian Culture, 1950s, Historical, Indian Biographies, Childhood Stories, Ethnic Groups, Indic People"""
72,1062,891.433/SRI,Secondary section - Hindi,BKS,9789353093655,Pratham Books,24p.,Bengaluru,"Srinivasan, Shalini",लापता पानी का मामला / Lapata paani ka mamala,"Children's story about a girl who, when the water tank in her village is emptied, she sets out on a mission to find the missing water.",,,2022,"""Children's Literature, Indian Literature, Hindi Literature, Mystery, Adventure, Environmental Education, Water Conservation, Female Protagonist, Indian Culture, Village Life"""
73,1063,331.7 / FRA,Secondary section - Hindi,BKS,9788182630666,Pratham Books,28p.,Bengaluru,"Fraser, Olivia",मेड इन इंडिया / Made in india,On various types of occupations in India; for juvenile.,,,2022,"""India, Occupations, Juvenile Literature, Children's Books, Indian Culture, Work and Industry, Career Guidance, Youth Education, India's Economy, Work Life in India"""
74,1064,891.433/MAH,Secondary section - Hindi,BKS,9788182632080,Pratham books,16p.,Bengaluru,"Mahajan, Shobhit",मेहनत का मंत्र / Mehanat ka mantra,Children's story.,,Read India,2021,"""Children's Literature, Motivational Story, Hindi Language, Translation, Moral Lessons, Education, Indian Culture, Learning, Parenthood"""
75,1065,821.91/KAR,Primary section,BKS,9789350468494,Tulika,11p.,Chennai,"Karthik, Lavanya",A book is a bee,,,,2017,"""Book Title: 'A book is a bee', Abstract: '', Tags""

""1,Unknown,Abstract Missing,Possible Poetry"""
76,1066,823.914/WHI,Higher Secondary section,BKS,9789386667854,Tulika,83p.,Chennai,"Whitaker, Zai",Adventures of the humongoose family,,,Early readers,2019,"""Adventure"", ""Family"", ""Animals"", ""Mongoose"", ""Children's Literature"", ""Fantasy"", ""Wildlife"", ""Fiction"", ""Nature"", ""Sibling relationships"""
77,1067,823.92/GUP,Primary section,BKS,9789386667359,Tulika,26p.,Chennai,"Gupta, Meghaa",A home of our own  ,,,,2022,"""Home"", ""Family"", ""Relationships"", ""Domestic Life"", ""Emotion"", ""Personal Growth"", ""Life Journey"", ""Self Discovery"""
78,1068,823/SUB,Primary section,BKS,9789390834464,Tulika,36p.,Chennai,"Subramaniam, Niveditha",Ammu's bottle boat,"Ammu and her friends haven’t heard that bags get stuck in the guts of birds... So when she leaves her plastic bottle boat to bob its way from stream to sea, Ammu has no idea what dangers she has set adrift. She doesn’t know that her boat might end up in the belly of a whale. Or that there’s a fish or seal about to eat its very last meal of a plastic cap or bag or spoon."" --publisher's website.",,,2021,"""Children's Literature, Environmental Awareness, Plastic Pollution, Ocean Conservation, Adventure, Animal Life, Eco-friendly Practices, Educational, Marine Life, Nature, Friendship, Action & Adventure"""
79,1069,421.1/PAD,Primary section,BKS,9788194981718,Tulika,36p.,Chennai,"Padmanabhan, Manjula",Animal alphabet,,,,2020,"""Children's Books, Learning Resources, Alphabet Teaching, Early Childhood Education, Animal Education, Picture Books, Educational Books"""
80,107,500.76/BAX,Teachers resources - Primary section,BKS,9781108742948,Cambridge university press,98p.,London,"Baxter, Fiona",Cambridge primary science : workbook 4,,,,2021,"""Education, Science, Primary Education, Cambridge Curriculum, Workbook, Study Material, Grade 4, Science Education, Teaching Resources, Student Workbook, Children's Science Education"""
81,1070,823.92/PIN,Primary section,BKS,9789389203516,Tulika,12p.,Chennai,"Pinto, Jerry",Anya and her baby brother,,,,2019,"""Family, Siblings, Baby Brother, Sisterhood, Childhood, Coming of Age, Responsibility, Fiction"""
82,1071,823/RAD,Primary section,BKS,9789350466049,Tulika,26p.,Chennai,"Radhakrishnan, Sreelatha",Appaka,"Little Nonnu's world revolves around her goat, Appaka. Soft as cotton, Appaka loves to munch on jackfruit leaves and play with Nonnu and her friends. One day, Nonnu returns home from school to find Appaka missing! What will she do without her best friend?",,,2014,"""Children's Literature, Animal Friendship, Goat Character, Emotional Intelligence, Loss and Recovery, Adventure, Rural Life, School Life, Female Protagonist, Indian Setting, Kid's Adventure"""
83,1072,823.92/SHR,Primary section,BKS,9789350465813,Tulika,24p.,Chennai,"Shroff, Vaishali",Ari,"When the teacher announces that the class will stage The Lion and the Mouse, Ari is thrilled. He knows he'll make a wonderful lion - even his name means 'lion'! But shy little Ari is neither noticed nor chosen. He goes home disappointed, but suddenly in his room a roaring, growling, prowling creature comes to life and a small, squeaky one too!",,,2014,"""Children's Literature, School Life, Theater, Animal Characters, Self-Discovery, Overcoming Shyness, Imagination, Lion Character, Inspirational, Friendship"""
84,1073,823.92/KRI,Primary section,BKS,9789390834426,Tulika,28p.,Chennai,"Krish, Abhi",Ayyo that parrot!,Children's story based on a little boy and a copycat parrot.,,,2021,"""Children's Literature, Parrot, Animal Friendship, Adventure, Humor, Copycat, Picture Book, Young Reader, Fiction, Storytelling"""
85,1074,828.95/CHA,Primary section,BKS,9788181464378,Tulika,24p.,Chennai,"Chadha, Radhika",Basava and the dots of fire,"Every day, Basava goes to the forest to collect firewood for his mother. But one day it grows dark and he can't find his way home. That is when Basava sees the glowing dots of fire that light up the forest ... A gentle story with a touch of magic and dramatic illustrations",,,2005,"""Children's Book, Adventure, Magic, Forest, Lost, Firewood Collection, Glowing Dots, Illustrations, Light, Mother-Son Relationship, Dramatic Story, Gentle Story, Folk Tale, Coming of Age"""
86,1075,823/BAS,Primary section,BKS,9789386667632,Tulika,28p.,Chennai,"Bashi, Gayathri",Big rain,,,,2018,"Since there is no abstract provided for 'Big Rain', I'll generate tags based on the title only:

""Climate, Weather, Rain, Nature, Environment"""
87,1076,823/NAM,Primary section,BKS,9789350461761,Tulika,34p.,Chennai,"Namjoshi, Suniti",Blue and other stories  ,,,,2012,"""Short Stories, Fiction, Anthology, Bule, Story Collection"""
88,1077,823/BOR,Primary section,BKS,9789390834259,Tulika,28p.,Chennai,"Bordoloi, Mita",Bumoni's banana trees,"Bumoni’s big backyard, just outside the Kaziranga National Park, is bursting with banana trees. But one night, a herd of wild elephants crosses the river, discovers the trees, and gorges on them… What will Bumoni’s family do now?"" --publisher's website.",,,2021,"""Children's Literature, Fiction, Environment, Wildlife, Elephants, India, Kaziranga National Park, Banana Trees, Agriculture, Family, Crisis Management, Adventure, Culture, Inspirational, Rural Life"""
89,1078,591.6/PRE,Primary section,BKS,9789389203189,Tulika,22p.,Chennai,"Preuitt, Sheela",Can you?,,,,2019,"Apologies, but the provided information isn't enough to generate relevant and specific tags. Please provide a detailed abstract or a brief overview of the book."
90,1079,823/BHU,Primary section,BKS,9789386667823,Tulika,24p.,Chennai,"Bhutia, Chewang Dorji",Cloud eater,,,,2019,"I'm sorry, but without any context or details regarding the book's plot, characters or setting, it's not possible for me to generate accurate or relevant tags. Could you please provide more details or a brief description of the book?"
91,108,500.76/BAX,Teachers resources - Secondary section,BKS,9781108742962,Cambridge university press,102p.,London,"Baxter, Fiona",Cambridge primary science : workbook 5,,,,2021,"""Education, Primary School, Cambridge Education, Workbook, Science, Grade 5, Study Material, Academic Workbook, Learning Resource, Science Education, Kids Science, Elementary Education"""
92,1080,823/DAS,Primary section,BKS,9789350462164,Tulika,20p.,Chennai,"Dastidar, Reshmi",Come!,,,,2018,"Apologies, but an abstract of the book hasn't been provided. Please provide a summary or brief description of the book for an accurate classification and tag generation."
93,1081,823/BHU,Primary section,BKS,9789350466933,Tulika,24p.,Chennai,"Bhuta, Bhavana Jain",Dungi dance,,,,2015,"""Dungi Dance"", ""Unknown Abstract"", ""Need More Information"", ""Undefined Genre"""
94,1082,398.2/SAS,Primary section,BKS,9788185229270,Tulika,24p.,Chennai,"Sashikumar, Kala",Eecha poocha : a Malayalam folktale,"An endlessly entertaining cumulative tale from Kerala about Eecha, the fly, and her greedy friend Poocha, the cat. They make delicious rice soup. While Eecha flies off to fetch a jackfruit leaf with which to spoon out the soup, Poocha watches over the pot. But Poocha is hungry, so hungry. Aaaah ...!",,,1996,"""Malayalam Folktale"", ""Children's Book"", ""Animal Characters"", ""Culture of Kerala"", ""Food in Literature"", ""Friendship"", ""Moral Lessons"", ""Importance of Honesty"", ""Traditional Stories"", ""Greedy Character"", ""Cumulative Tale"", ""Entertaining"", ""Fly Character"", ""Cat Character"", ""Indian Folktales"", ""Humor"""
95,1083,398.24/NAI,Primary section,BKS,9788186838273,Tulika,,Chennai,"Naidu, Vayu",Eyes on the peacocks tail : a folktale from Rajasthan,In the beginning the peacock had no markings on its shimmering blue-green tail. This story tells how the peacock's tail got decorated with eyes.,,Under the banyan.,2021,"""Folktale, Rajasthan, Peacock, Animal Stories, Children's Books, Indian Folktales, Traditional Stories, Cultural, Decorative Art, Bird Tales"""
96,1084,823.92/THO,Primary section,BKS,9789350464922,Tulika,9p.,Chennai,"Thomas, Meenu",Fakruddin's fridge,"Little Fakruddin worries about everything and asks endless questions! One day, when his fridge stops working, Fakru is of course, frantic. How will he survive a hot summer without cold water? Ammi is fed up. ""Think of a way out yourself,"" she says. Will Fakru find a simple solution or will he remain Frantic Fakru?",,,2022,"""Children's Literature, Humor, Imaginative Play, Problem Solving, Life Lessons, Cultural Diversity, Family, Anxiety, Summer"""
